mshui0,gshui0,mshui9,gshui9,mrangqui0,grangqui0,mrangqui9,grangqui9,pwin0,pdraw0,plost0,pwin9,pdraw9,plost9,bf_idx_m,bf_idx_d,bf_idx_g,profit3,loss3,profit1,loss1,profit0,loss0,hot3,cool3,hot1,cool1,hot0,cool0,kwin
1.049,0.850,0.760,1.154,0,0.25,0,0.0,2.38,3.00,3.20,2.25,3.20,3.30,19.5,30.4,50.1,37.0,0.0,3.0,0.0,0.0,60.0,0.0,39.0,0.0,3.0,56.0,0.0,3
0.990,0.909,0.870,1.029,0,1.25,0,1.0,1.50,4.20,6.50,1.40,4.75,7.00,32.5,11.0,56.5,0.0,3.0,63.0,0.0,0.0,97.0,7.0,0.0,0.0,66.0,63.0,0.0,3
0.919,1.009,0.909,0.990,0,1.5,0,1.5,1.30,5.50,8.50,1.30,5.50,9.00,46.3,19.3,34.3,100.0,0.0,54.0,0.0,100.0,0.0,15.0,0.0,0.0,55.0,0.0,24.0,3
1.109,0.790,0.780,1.125,0,0.0,0.25,0,2.80,3.20,2.50,3.00,3.20,2.50,30.7,18.0,51.4,9.0,0.0,47.0,0.0,0.0,45.0,0.0,12.0,0.0,48.0,46.0,0.0,1
1.125,0.780,1.040,0.860,0,1.0,0,0.75,1.75,3.60,4.75,1.57,4.00,5.75,53.2,27.8,19.0,0.0,29.0,35.0,0.0,53.0,0.0,32.0,0.0,0.0,36.0,0.0,58.0,1
1.020,0.879,1.089,0.810,0.0,0.0,0.0,0.0,2.70,3.40,2.50,2.75,3.40,2.45,6.6,64.4,28.9,79.0,0.0,0.0,96.0,7.0,0.0,0.0,80.0,101.0,0.0,0.0,10.0,0
0.790,1.109,0.810,1.089,0,0.0,0,0.0,2.40,3.40,2.80,2.45,3.30,2.80,47.8,39.9,12.3,0.0,44.0,0.0,19.0,63.0,0.0,37.0,0.0,22.0,0.0,0.0,64.0,0
0.740,1.185,1.089,0.810,0,0.0,0.0,0.0,2.80,3.30,2.50,2.38,3.40,2.90,31.1,14.0,54.8,17.0,0.0,60.0,0.0,0.0,72.0,0.0,13.0,0.0,60.0,59.0,0.0,3
0.909,0.990,1.089,0.810,0.25,0,0.0,0.0,2.75,3.30,2.50,3.10,3.40,2.25,41.9,26.5,31.6,0.0,24.0,20.0,0.0,3.0,0.0,24.0,0.0,0.0,21.0,0.0,4.0,0
1.024,0.825,0.925,0.925,0,0.0,0,0.0,2.63,3.25,2.63,2.88,3.30,2.45,13.6,57.7,28.7,55.0,0.0,0.0,83.0,9.0,0.0,0.0,57.0,81.0,0.0,0.0,8.0,0
0.850,1.080,1.060,0.840,0,0.0,0.0,0.0,2.80,3.30,2.50,2.55,3.40,2.80,41.2,10.8,47.9,0.0,15.0,69.0,0.0,0.0,43.0,17.0,0.0,0.0,70.0,38.0,0.0,3
1.125,0.780,1.185,0.740,1.0,0,1.0,0,9.00,4.50,1.36,8.00,4.00,1.44,36.4,9.9,53.7,100.0,0.0,77.0,0.0,0.0,28.0,0.0,24.0,0.0,78.0,31.0,0.0,0
0.975,0.875,1.024,0.825,0,0.75,0,1.0,1.55,4.00,5.75,1.73,3.70,4.75,31.4,11.5,57.1,100.0,0.0,63.0,0.0,100.0,0.0,4.0,0.0,0.0,63.0,64.0,0.0,1
0.899,0.950,0.950,0.899,0,0.5,0,0.5,1.80,3.25,4.00,1.83,3.50,4.33,86.0,5.2,8.8,0.0,90.0,89.0,0.0,82.0,0.0,88.0,0.0,0.0,90.0,0.0,83.0,3
1.024,0.825,0.975,0.875,0,0.75,0,0.5,1.95,3.20,4.20,1.75,3.30,5.25,73.2,15.7,11.1,0.0,55.0,63.0,0.0,73.0,0.0,68.0,0.0,0.0,66.0,0.0,77.0,1
0.909,0.990,1.060,0.840,0,1.25,0,1.0,1.57,3.75,6.00,1.40,4.50,8.00,21.5,11.3,67.2,16.0,0.0,53.0,0.0,0.0,197.0,0.0,12.0,0.0,57.0,137.0,0.0,3
0.850,1.000,0.875,0.975,0.25,0,0.5,0,3.75,3.50,1.95,3.20,3.60,2.10,29.1,36.9,34.0,18.0,0.0,0.0,7.0,0.0,7.0,0.0,19.0,8.0,0.0,6.0,0.0,1
0.940,0.960,0.870,1.029,0.5,0,0.5,0,3.60,3.50,2.00,4.00,3.60,1.91,12.7,21.3,66.0,69.0,0.0,48.0,0.0,0.0,60.0,0.0,71.0,0.0,49.0,62.0,0.0,0
0.879,1.049,1.100,0.800,1.0,0,0.75,0,5.00,4.00,1.62,4.75,4.50,1.62,18.2,14.6,67.2,61.0,0.0,68.0,0.0,0.0,44.0,0.0,63.0,0.0,70.0,46.0,0.0,0
0.850,1.000,1.250,0.675,0,0.75,0,1.25,1.44,4.00,7.00,1.65,3.50,5.75,53.6,13.0,33.4,0.0,33.0,67.0,0.0,11.0,0.0,38.0,0.0,0.0,68.0,0.0,25.0,0
0.730,1.080,0.925,0.925,0,0.75,0,1.0,1.53,3.60,6.50,1.53,3.60,7.50,52.7,15.8,31.6,0.0,29.0,60.0,0.0,21.0,0.0,34.0,0.0,0.0,63.0,0.0,33.0,3
1.050,0.750,1.024,0.825,0,1.25,0,1.25,1.44,4.00,7.00,1.50,4.00,7.00,57.4,14.0,28.7,0.0,31.0,68.0,0.0,35.0,0.0,33.0,0.0,0.0,69.0,0.0,40.0,3
0.850,1.000,1.100,0.774,0,0.0,0,0.25,2.30,3.40,2.80,2.45,3.10,3.00,58.8,12.8,28.3,0.0,71.0,64.0,0.0,22.0,0.0,69.0,0.0,0.0,65.0,0.0,23.0,0
0.975,0.875,0.825,1.024,0,0.75,0,0.5,1.91,3.30,3.80,1.73,3.40,5.50,74.1,11.6,14.2,0.0,65.0,74.0,0.0,69.0,0.0,66.0,0.0,0.0,74.0,0.0,71.0,3
1.049,0.800,1.024,0.825,0,0.5,0,0.5,2.00,3.10,4.20,2.00,3.30,3.75,86.4,8.1,5.5,0.0,101.0,82.0,0.0,88.0,0.0,96.0,0.0,0.0,83.0,0.0,89.0,3
0.850,1.049,1.020,0.879,0,0.5,0,0.5,1.95,3.20,4.20,1.83,3.25,4.75,51.8,16.8,31.5,0.0,33.0,55.0,0.0,12.0,0.0,40.0,0.0,0.0,57.0,0.0,23.0,3
1.000,0.850,1.024,0.825,0,1.5,0,1.5,1.36,4.33,10.00,1.30,4.75,12.00,32.4,17.6,50.0,0.0,3.0,44.0,0.0,0.0,60.0,8.0,0.0,0.0,49.0,31.0,0.0,3
0.950,0.899,0.975,0.875,0,1.0,0,1.0,1.53,3.70,6.00,1.50,3.75,7.50,55.0,19.3,25.7,0.0,29.0,55.0,0.0,41.0,0.0,33.0,0.0,0.0,57.0,0.0,48.0,3
0.899,0.950,1.100,0.774,0.0,0.0,0.25,0,4.00,3.10,2.05,2.70,3.20,2.63,55.9,20.3,23.9,0.0,62.0,38.0,0.0,24.0,0.0,64.0,0.0,0.0,39.0,0.0,26.0,0
0.774,1.100,1.024,0.825,0,0.0,0,0.25,1.83,3.30,3.80,2.38,3.30,2.90,5.8,13.6,80.6,81.0,0.0,55.0,0.0,0.0,156.0,0.0,82.0,0.0,55.0,145.0,0.0,0
0.875,0.975,0.975,0.875,0.75,0,0.75,0,6.00,3.40,1.65,5.25,3.40,1.73,22.4,32.2,45.4,100.0,0.0,14.0,0.0,0.0,20.0,0.0,45.0,0.0,17.0,23.0,0.0,1
0.925,0.925,1.125,0.750,0,1.25,0,1.5,1.33,5.00,9.00,1.40,4.50,8.00,37.7,9.3,53.0,0.0,10.0,72.0,0.0,0.0,65.0,15.0,0.0,0.0,75.0,38.0,0.0,3
0.925,0.925,1.100,0.774,0,0.5,0,1.0,1.60,3.60,6.00,1.91,3.75,3.60,27.6,26.5,45.9,7.0,0.0,18.0,0.0,0.0,39.0,0.0,9.0,0.0,19.0,40.0,0.0,1
0.875,0.975,0.975,0.875,0,0.25,0,0.5,1.91,2.90,5.00,2.10,3.30,3.50,36.6,17.1,46.4,0.0,10.0,47.0,0.0,0.0,39.0,10.0,0.0,0.0,49.0,33.0,0.0,1
0.800,1.049,0.725,1.149,0.75,0,1.0,0,5.25,3.75,1.65,4.75,3.60,1.73,44.0,22.2,33.8,0.0,30.0,31.0,0.0,0.0,6.0,22.0,0.0,0.0,33.0,6.0,0.0,0
1.049,0.800,0.975,0.875,0.25,0,0.25,0,3.60,3.20,2.10,3.75,3.40,2.00,31.5,46.3,22.2,0.0,1.0,0.0,48.0,29.0,0.0,0.0,2.0,47.0,0.0,0.0,29.0,1
0.875,0.975,1.149,0.725,0.75,0,0.25,0,4.33,3.25,1.91,5.00,3.60,1.70,28.6,18.2,53.1,26.0,0.0,54.0,0.0,0.0,35.0,0.0,32.0,0.0,56.0,38.0,0.0,0
0.774,1.100,0.925,0.925,0,0.0,0,0.25,2.20,2.88,3.80,2.40,3.10,3.10,35.2,38.7,26.1,0.0,6.0,0.0,17.0,24.0,0.0,4.0,0.0,17.0,0.0,0.0,22.0,1
0.899,0.950,0.975,0.875,0,0.5,0,0.5,1.91,3.10,4.50,1.83,3.30,4.75,62.1,19.0,18.9,0.0,52.0,53.0,0.0,53.0,0.0,55.0,0.0,0.0,55.0,0.0,56.0,3
1.024,0.825,0.875,0.975,0,0.0,0,0.0,2.63,3.00,2.88,2.88,3.20,2.45,25.3,28.4,49.4,25.0,0.0,100.0,0.0,0.0,50.0,0.0,24.0,0.0,38.0,51.0,0.0,0
1.049,0.800,1.125,0.750,0,0.0,0,0.5,2.10,2.90,4.00,2.80,3.10,2.60,18.3,8.9,72.8,46.0,0.0,73.0,0.0,0.0,104.0,0.0,47.0,0.0,75.0,109.0,0.0,1
1.049,0.800,0.700,1.200,0.25,0,0.25,0.0,2.75,3.20,2.60,3.50,3.40,2.05,30.5,19.9,49.6,12.0,0.0,44.0,0.0,0.0,34.0,0.0,17.0,0.0,46.0,39.0,0.0,3
0.825,1.024,1.125,0.750,0,0.25,0,0.75,1.83,3.40,4.50,2.05,3.40,3.60,51.5,20.8,27.7,0.0,42.0,43.0,0.0,28.0,0.0,42.0,0.0,0.0,44.0,0.0,27.0,3
0.875,0.975,1.100,0.774,0,0.25,0,0.5,2.05,3.20,3.80,2.15,3.20,3.50,54.6,29.3,16.1,0.0,53.0,22.0,0.0,59.0,0.0,50.0,0.0,0.0,22.0,0.0,60.0,3
1.020,0.770,0.774,1.100,0,0.75,0,0.5,1.73,3.40,5.25,1.80,3.40,4.75,39.3,22.4,38.4,0.0,14.0,35.0,0.0,0.0,12.0,15.0,0.0,0.0,38.0,7.0,0.0,3
0.800,1.049,1.250,0.675,0.25,0,0,0.25,2.70,3.10,2.70,3.10,3.10,2.38,18.9,45.5,35.5,42.0,0.0,0.0,39.0,0.0,6.0,0.0,44.0,37.0,0.0,8.0,0.0,1
1.024,0.825,0.875,0.975,0,0.25,0,0.0,2.63,3.00,2.88,2.38,3.00,3.25,60.5,25.2,14.3,0.0,67.0,29.0,0.0,59.0,0.0,70.0,0.0,0.0,30.0,0.0,61.0,0
0.880,0.930,0.975,0.875,0,0.75,0,1.0,1.53,3.60,7.50,1.67,3.50,5.50,25.4,14.8,59.8,14.0,0.0,51.0,0.0,0.0,121.0,0.0,12.0,0.0,52.0,101.0,0.0,3
0.730,1.080,1.100,0.774,0.25,0.0,0,0.25,2.40,3.30,2.88,3.00,3.20,2.40,32.6,19.0,48.4,10.0,0.0,43.0,0.0,0.0,45.0,0.0,9.0,0.0,47.0,44.0,0.0,3
0.750,1.050,0.774,1.100,0.5,0,0.5,0,3.30,3.50,2.10,3.40,3.50,2.05,23.8,43.8,32.4,100.0,0.0,0.0,25.0,0.0,3.0,0.0,30.0,31.0,0.0,0.0,3.0,1
0.975,0.875,0.725,1.149,0,0.0,0,0.0,2.30,3.30,3.10,2.63,3.30,2.60,60.6,16.4,23.0,0.0,84.0,52.0,0.0,36.0,0.0,75.0,0.0,0.0,53.0,0.0,35.0,0
0.975,0.875,0.850,1.000,0,0.25,0,0.0,2.50,3.20,2.80,2.25,3.20,3.30,46.9,19.1,33.9,0.0,29.0,45.0,0.0,0.0,5.0,34.0,0.0,0.0,47.0,0.0,3.0,0
0.899,0.950,1.024,0.825,0,0.25,0,0.25,2.30,3.25,3.10,2.20,3.20,3.50,55.6,28.8,15.6,0.0,55.0,26.0,0.0,60.0,0.0,54.0,0.0,0.0,24.0,0.0,62.0,3
0.870,1.060,0.850,1.049,0.25,0,0.25,0,2.90,3.30,2.40,3.30,3.25,2.25,11.1,33.4,55.4,68.0,0.0,4.0,0.0,0.0,53.0,0.0,70.0,0.0,8.0,56.0,0.0,1
1.040,0.889,1.125,0.780,0,0.0,0,0.0,3.00,3.25,2.38,2.90,3.25,2.70,36.1,24.3,39.6,0.0,5.0,27.0,0.0,0.0,19.0,6.0,0.0,0.0,29.0,17.0,0.0,0
0.820,1.080,0.770,1.140,0,0.75,0,1.0,1.44,4.33,7.00,1.60,3.80,5.75,31.7,9.2,59.1,100.0,0.0,69.0,0.0,0.0,99.0,1.0,0.0,0.0,71.0,90.0,0.0,1
0.950,0.950,1.185,0.740,1.25,0,1.25,0,9.00,5.50,1.30,7.50,4.75,1.40,39.5,23.5,37.0,0.0,14.0,32.0,0.0,0.0,7.0,3.0,0.0,0.0,33.0,8.0,0.0,0
1.049,0.800,0.725,1.149,0,0.0,0,0.0,2.38,2.90,3.30,3.00,3.00,2.50,54.1,31.6,14.2,0.0,72.0,2.0,0.0,59.0,0.0,62.0,0.0,0.0,4.0,0.0,58.0,0
0.909,1.020,0.929,0.970,0,0.5,0,0.5,1.85,3.60,4.00,1.85,3.50,4.50,58.4,19.5,22.1,0.0,45.0,49.0,0.0,41.0,0.0,49.0,0.0,0.0,51.0,0.0,46.0,0
0.919,1.009,1.060,0.840,0,0.25,0,0.25,2.30,3.40,3.00,2.30,3.50,3.00,47.5,32.1,20.4,0.0,32.0,5.0,0.0,41.0,0.0,39.0,0.0,0.0,9.0,0.0,45.0,3
1.020,0.909,0.860,1.040,0,0.0,0,0.0,2.45,3.30,2.80,2.70,3.40,2.60,16.6,24.6,58.8,50.0,0.0,28.0,0.0,0.0,70.0,0.0,52.0,0.0,29.0,71.0,0.0,0
0.899,0.950,1.024,0.825,0,0.75,0,0.75,1.73,3.30,5.50,1.60,3.50,6.50,38.2,42.8,19.0,0.0,4.0,0.0,19.0,46.0,0.0,8.0,0.0,15.0,0.0,0.0,52.0,3
1.040,0.889,1.100,0.800,0.25,0,0,0.0,2.90,3.25,2.40,3.60,3.30,2.25,21.3,27.1,51.6,38.0,0.0,24.0,0.0,0.0,41.0,0.0,43.0,0.0,25.0,45.0,0.0,1
0.860,1.040,1.100,0.800,0,0.25,0,0.25,2.40,3.25,2.90,2.10,3.50,3.80,52.1,26.0,21.9,100.0,0.0,25.0,0.0,100.0,0.0,46.0,0.0,0.0,30.0,0.0,41.0,3
0.990,0.909,1.049,0.850,0,0.25,0,0.25,2.30,3.25,3.10,2.35,3.25,3.40,36.8,39.2,24.0,0.0,9.0,0.0,14.0,28.0,0.0,9.0,0.0,16.0,0.0,0.0,31.0,1
1.109,0.790,1.009,0.889,0,0.25,0,0.25,2.10,3.40,3.40,2.55,3.30,3.00,24.2,23.5,52.3,100.0,0.0,30.0,0.0,100.0,0.0,0.0,28.0,0.0,30.0,57.0,0.0,0
1.069,0.830,0.810,1.089,0,0.5,0,0.25,2.10,3.40,3.40,2.05,3.80,3.70,46.8,16.9,36.3,0.0,31.0,53.0,0.0,0.0,0.0,31.0,0.0,0.0,55.0,0.0,0.0,1
0.960,0.940,0.909,0.990,0,0.0,0,0.0,2.60,3.40,2.63,2.70,3.40,2.80,52.1,32.9,15.0,100.0,0.0,2.0,0.0,100.0,0.0,51.0,0.0,0.0,2.0,0.0,57.0,3
1.029,0.870,0.810,1.089,0.5,0,0.5,0,3.50,3.60,2.00,4.60,3.70,1.85,17.1,19.8,63.1,60.0,0.0,54.0,0.0,0.0,51.0,0.0,63.0,0.0,54.0,53.0,0.0,3
1.125,0.780,1.049,0.850,0,0.5,0,0.5,2.10,3.40,3.40,2.05,3.40,4.10,52.3,19.9,27.9,0.0,44.0,47.0,0.0,25.0,0.0,44.0,0.0,0.0,46.0,0.0,29.0,1
1.020,0.770,1.185,0.740,0,0.5,0,0.5,2.10,3.40,3.40,2.15,3.50,3.70,47.6,42.1,10.3,0.0,32.0,0.0,13.0,72.0,0.0,32.0,0.0,14.0,0.0,0.0,73.0,1
1.000,0.899,1.009,0.889,0,0.5,0,0.5,1.91,3.60,3.75,2.00,3.40,4.33,60.7,30.7,8.6,100.0,0.0,24.0,0.0,100.0,0.0,53.0,0.0,0.0,24.0,0.0,80.0,3
0.870,1.029,1.009,0.889,0,0.75,0,0.75,1.73,3.75,4.50,1.67,3.90,6.00,68.7,8.4,22.9,0.0,48.0,81.0,0.0,48.0,0.0,54.0,0.0,0.0,82.0,0.0,53.0,3
0.850,1.049,0.740,1.185,0.25,0.0,0.25,0.0,2.90,3.50,2.30,3.30,3.25,2.40,19.5,18.3,62.2,42.0,0.0,49.0,0.0,0.0,70.0,0.0,47.0,0.0,49.0,73.0,0.0,3
0.899,1.000,0.790,1.109,0.25,0,0.25,0,2.90,3.50,2.30,3.30,3.30,2.38,27.5,28.9,43.6,100.0,0.0,17.0,0.0,0.0,28.0,0.0,22.0,0.0,18.0,26.0,0.0,0
0.919,0.980,0.810,1.089,0,0.0,0,0.0,2.50,3.40,2.70,2.60,3.50,2.80,51.9,18.8,29.3,0.0,55.0,48.0,0.0,20.0,0.0,48.0,0.0,0.0,49.0,0.0,18.0,0
1.050,0.750,0.875,0.975,0,1.0,0,0.75,1.67,3.75,5.00,1.62,4.00,6.50,74.0,10.4,15.6,0.0,46.0,77.0,0.0,68.0,0.0,54.0,0.0,0.0,80.0,0.0,73.0,0
1.000,0.800,0.875,0.975,0,0.25,0,0.0,2.63,3.30,2.63,2.45,3.50,3.00,43.3,8.9,47.8,0.0,14.0,74.0,0.0,0.0,49.0,22.0,0.0,0.0,76.0,38.0,0.0,3
0.800,1.049,1.024,0.825,0,0.25,0,0.5,2.00,3.40,3.75,2.15,3.60,3.60,61.2,11.6,27.3,0.0,53.0,68.0,0.0,24.0,0.0,60.0,0.0,0.0,71.0,0.0,27.0,3
0.950,0.899,0.975,0.875,0,0.25,0,0.25,2.30,3.50,2.88,2.25,3.60,3.30,67.0,8.7,24.3,100.0,0.0,77.0,0.0,34.0,0.0,77.0,0.0,0.0,79.0,0.0,37.0,1
0.950,0.899,1.049,0.800,0.5,0,0.25,0,3.30,3.50,2.10,4.00,3.80,1.95,13.0,38.6,48.3,65.0,0.0,0.0,8.0,0.0,29.0,0.0,67.0,3.0,0.0,33.0,0.0,3
1.000,0.850,0.800,1.049,0,0.25,0,0.25,2.10,3.40,3.40,2.40,3.50,3.10,42.0,15.9,42.1,0.0,22.0,55.0,0.0,0.0,18.0,23.0,0.0,0.0,56.0,19.0,0.0,3
0.950,0.850,0.875,0.975,0.0,0.0,0.25,0,2.88,3.40,2.38,2.90,3.40,2.60,15.9,8.7,75.4,58.0,0.0,75.0,0.0,0.0,112.0,0.0,59.0,0.0,77.0,110.0,0.0,0
0.825,1.024,1.100,0.774,0,0.5,0,0.5,2.00,3.40,3.75,1.91,3.60,4.50,52.1,4.9,42.9,0.0,35.0,86.0,0.0,0.0,30.0,41.0,0.0,0.0,87.0,15.0,0.0,3
0.899,0.950,0.875,0.975,0,0.5,0,0.25,2.10,3.40,3.40,1.91,3.75,4.33,50.8,13.4,35.9,0.0,29.0,63.0,0.0,0.0,7.0,36.0,0.0,0.0,65.0,0.0,4.0,1
0.950,0.899,0.850,1.000,0,0.0,0,0.0,2.63,3.30,2.63,2.80,3.50,2.63,29.4,31.8,38.8,8.0,0.0,6.0,0.0,0.0,14.0,0.0,11.0,0.0,8.0,15.0,0.0,1
1.050,0.750,0.850,1.000,0,1.0,0,0.5,1.91,3.40,4.00,1.65,4.10,5.75,73.4,8.5,18.1,0.0,49.0,81.0,0.0,59.0,0.0,57.0,0.0,0.0,83.0,0.0,66.0,3
1.020,0.770,0.649,1.299,0,1.5,0,1.0,1.40,4.50,7.50,1.33,5.00,8.50,59.0,17.8,23.2,0.0,23.0,63.0,0.0,54.0,0.0,26.0,0.0,0.0,66.0,0.0,63.0,1
0.980,0.830,0.975,0.875,0.0,0.0,0.25,0,3.20,3.25,2.25,2.88,3.40,2.38,22.3,41.1,36.7,34.0,0.0,0.0,20.0,0.0,16.0,0.0,35.0,22.0,0.0,11.0,0.0,3
0.850,0.950,1.125,0.750,0.5,0,0.25,0,3.20,3.25,2.25,4.00,3.50,1.91,13.9,11.8,74.3,64.0,0.0,70.0,0.0,0.0,77.0,0.0,66.0,0.0,71.0,83.0,0.0,0
1.049,0.800,0.625,1.350,0,1.25,0,0.5,1.80,3.50,4.50,1.44,4.50,6.50,46.7,8.4,44.9,0.0,17.0,76.0,0.0,0.0,32.0,24.0,0.0,0.0,79.0,12.0,0.0,1
1.000,0.800,0.870,1.029,0,1.5,0,1.25,1.36,4.50,9.00,1.36,5.00,8.00,36.2,10.0,53.8,100.0,0.0,69.0,0.0,100.0,0.0,11.0,0.0,0.0,72.0,44.0,0.0,3
1.009,0.889,1.100,0.800,0,0.5,0,0.5,2.05,3.10,4.00,1.95,3.30,4.00,64.3,22.8,12.9,0.0,56.0,42.0,0.0,67.0,0.0,62.0,0.0,0.0,42.0,0.0,70.0,3
0.919,0.980,0.840,1.060,0,1.0,0,1.0,1.50,4.00,7.00,1.50,4.20,6.50,31.8,29.3,38.9,0.0,0.0,10.0,0.0,0.0,22.0,0.0,0.0,0.0,11.0,12.0,0.0,3
0.860,1.040,0.860,1.040,0.25,0,0,0.0,2.60,3.30,2.63,3.10,3.40,2.25,21.7,10.6,67.7,31.0,0.0,70.0,0.0,0.0,69.0,0.0,37.0,0.0,72.0,84.0,0.0,0
0.975,0.875,0.825,1.024,0.75,0,0.5,0,4.20,3.10,2.00,5.75,3.40,1.67,18.9,7.3,73.8,55.0,0.0,81.0,0.0,0.0,54.0,0.0,60.0,0.0,83.0,63.0,0.0,0
0.975,0.875,1.000,0.850,1.0,0,0.75,0,5.25,3.75,1.65,5.75,4.20,1.55,22.0,28.6,49.5,42.0,0.0,21.0,0.0,0.0,20.0,0.0,48.0,0.0,29.0,25.0,0.0,1
0.940,0.960,0.790,1.109,0.5,0,0.5,0,3.75,3.40,2.00,3.90,3.90,1.95,21.8,14.7,63.5,42.0,0.0,63.0,0.0,0.0,55.0,0.0,48.0,0.0,65.0,64.0,0.0,0
0.909,1.020,0.879,1.020,0,0.75,0,0.75,1.62,3.75,5.50,1.67,4.10,5.00,57.8,21.0,21.3,0.0,38.0,50.0,0.0,50.0,0.0,38.0,0.0,0.0,51.0,0.0,51.0,1
1.060,0.870,0.940,0.960,0,0.75,0,0.5,1.91,3.40,4.00,1.80,3.60,4.50,72.0,15.6,12.4,100.0,0.0,65.0,0.0,72.0,0.0,63.0,0.0,0.0,67.0,0.0,74.0,3
0.980,0.919,1.000,0.899,0.25,0,0.25,0,3.10,3.50,2.20,3.20,3.60,2.10,8.1,25.0,66.9,79.0,0.0,35.0,0.0,0.0,71.0,0.0,80.0,0.0,35.0,73.0,0.0,0
0.875,0.975,0.700,1.200,0,0.25,0,0.0,2.30,3.00,3.40,2.20,3.00,3.60,62.4,14.3,23.3,0.0,65.0,59.0,0.0,32.0,0.0,69.0,0.0,0.0,61.0,0.0,36.0,0
1.000,0.850,1.125,0.750,0,0.75,0,0.75,1.80,3.20,5.00,1.70,3.30,5.75,54.4,14.9,30.7,100.0,0.0,61.0,0.0,22.0,0.0,42.0,0.0,0.0,62.0,0.0,29.0,0
0.830,1.069,1.089,0.810,1.25,0,1.25,0,8.50,5.00,1.33,7.50,4.50,1.40,21.8,9.8,68.4,56.0,0.0,80.0,0.0,0.0,35.0,0.0,64.0,0.0,81.0,38.0,0.0,3
1.020,0.879,1.140,0.770,0.0,0.0,0.0,0.0,3.00,3.20,2.38,2.70,3.60,2.40,45.1,14.8,40.2,0.0,25.0,57.0,0.0,0.0,20.0,27.0,0.0,0.0,59.0,16.0,0.0,3
0.929,0.970,0.990,0.909,0,0.0,0,0.25,2.30,3.40,3.00,2.70,3.40,2.50,32.1,35.1,32.8,0.0,10.0,0.0,4.0,9.0,0.0,0.0,1.0,6.0,0.0,0.0,5.0,0
0.990,0.940,0.820,1.080,0,0.0,0.25,0,3.10,3.10,2.38,2.75,3.10,2.75,55.2,21.2,23.6,0.0,64.0,39.0,0.0,30.0,0.0,64.0,0.0,0.0,38.0,0.0,32.0,0
1.000,0.800,0.990,0.909,0,0.5,0,0.25,2.25,3.10,3.40,2.00,3.40,3.90,51.4,19.9,28.7,100.0,0.0,44.0,0.0,19.0,0.0,42.0,0.0,0.0,45.0,0.0,25.0,3
1.149,0.790,0.960,0.940,0,0.0,0,0.0,2.75,3.10,2.63,3.10,3.10,2.45,12.2,32.6,55.1,59.0,0.0,3.0,0.0,0.0,50.0,0.0,64.0,0.0,3.0,59.0,0.0,0
1.069,0.860,1.020,0.879,0,0.5,0,0.5,1.95,3.30,4.00,2.00,3.10,4.33,34.7,19.5,45.8,0.0,9.0,39.0,0.0,0.0,37.0,10.0,0.0,0.0,39.0,28.0,0.0,3
0.950,0.899,0.750,1.125,0,0.25,0,0.0,2.30,3.25,3.10,2.20,3.30,3.30,33.4,59.6,6.9,0.0,4.0,0.0,76.0,79.0,0.0,2.0,0.0,79.0,0.0,0.0,81.0,1
0.750,1.050,0.925,0.925,0,0.5,0,1.0,1.53,4.00,6.00,1.75,3.75,4.50,23.7,33.3,43.0,18.0,0.0,0.0,11.0,0.0,43.0,0.0,20.0,13.0,0.0,35.0,0.0,1
0.950,0.899,0.875,0.975,0.25,0,0.25,0,3.25,3.30,2.20,3.30,3.40,2.15,56.9,16.1,27.1,0.0,76.0,50.0,0.0,14.0,0.0,68.0,0.0,0.0,51.0,0.0,14.0,3
1.020,0.879,1.069,0.830,0,0.75,0,0.75,1.80,3.75,4.20,1.75,3.90,4.20,37.2,34.5,28.3,0.0,7.0,0.0,3.0,16.0,0.0,10.0,0.0,0.0,3.0,0.0,22.0,3
0.825,1.024,0.825,1.024,0,0.25,0,0.25,2.10,3.00,4.00,2.10,3.00,4.00,51.0,25.2,23.7,100.0,0.0,30.0,0.0,100.0,0.0,42.0,0.0,0.0,31.0,0.0,38.0,3
1.000,0.850,0.975,0.875,0,1.25,0,0.75,1.73,3.75,4.50,1.45,4.50,6.50,76.4,10.8,12.7,0.0,39.0,79.0,0.0,75.0,0.0,45.0,0.0,0.0,81.0,0.0,79.0,1
0.950,0.899,1.100,0.774,0,0.5,0,1.0,1.53,3.80,6.50,1.91,3.25,4.20,28.1,30.4,41.5,4.0,0.0,8.0,0.0,0.0,23.0,0.0,6.0,0.0,5.0,17.0,0.0,3
1.000,0.850,0.774,1.100,0,0.5,0,0.25,2.30,3.10,3.00,2.00,3.20,4.00,60.6,20.0,19.4,0.0,52.0,47.0,0.0,47.0,0.0,58.0,0.0,0.0,48.0,0.0,53.0,3
0.925,0.925,0.875,0.975,0,0.5,0,0.5,1.83,3.30,3.80,1.83,3.60,4.20,54.8,11.3,33.9,0.0,40.0,70.0,0.0,8.0,0.0,46.0,0.0,0.0,72.0,0.0,15.0,3
1.050,0.750,0.975,0.875,0,0.5,0,0.5,1.91,3.60,3.80,2.10,3.50,3.30,20.9,24.0,55.1,30.0,0.0,21.0,0.0,0.0,67.0,0.0,32.0,0.0,20.0,66.0,0.0,1
0.975,0.875,0.649,1.299,0,0.75,0,0.5,1.62,3.40,6.50,1.73,3.30,5.50,62.4,12.7,24.9,0.0,45.0,69.0,0.0,37.0,0.0,52.0,0.0,0.0,70.0,0.0,46.0,0
